999,0,0.1892,-0.6869,-0.12,0.1463,0.2049,-0.6233,-0.1196,0.1664,0.6288,-0.0133,-0.4196,0.5483,888
999,0.001,0.1892,-0.6869,-0.12,0.1463,0.2049,-0.6233,-0.1196,0.1664,-25.0181,-0.7827,11.5016,-18.0835,888
999,0.006,0.1892,-0.6869,-0.12,0.1463,0.1965,-0.6539,-0.1196,0.156,-11.6962,-0.4054,5.478,-8.0286,888
999,0.015,0.1892,-0.6869,-0.12,0.1463,0.1905,-0.6417,-0.1141,0.1526,-2.0767,-0.5555,-1.0922,0.0815,888
999,0.024,0.1892,-0.6869,-0.12,0.1463,0.1894,-0.6669,-0.1172,0.1488,-0.3411,-0.2066,-0.646,0.4067,888
999,0.033,0.1892,-0.6869,-0.12,0.1463,0.1893,-0.6884,-0.1203,0.1462,-0.0824,0.0193,0.1309,-0.1283,888
999,0.042,0.1892,-0.6869,-0.12,0.1463,0.1891,-0.6884,-0.1202,0.1461,0.1847,0.019,-0.0399,0.0789,888
999,0.051,0.1892,-0.6869,-0.12,0.1463,0.189,-0.6869,-0.1198,0.1461,0.4433,0.0005,-0.2793,0.3412,888
999,0.06,0.1892,-0.6869,-0.12,0.1463,0.1891,-0.6853,-0.1197,0.1464,0.1847,-0.0187,-0.1932,0.2054,888
999,0.07,0.1892,-0.6869,-0.12,0.1463,0.1892,-0.6846,-0.1197,0.1466,0.0492,-0.0277,-0.1447,0.1308,888
999,0.079,0.1892,-0.6869,-0.12,0.1463,0.1894,-0.6862,-0.12,0.1465,-0.1908,-0.0079,0.0886,-0.1211,888
999,0.088,0.1892,-0.6869,-0.12,0.1463,0.1899,-0.6823,-0.1198,0.1474,-1.1351,-0.0559,0.4872,-0.6952,888
999,0.097,0.1892,-0.6869,-0.12,0.1463,0.1907,-0.6753,-0.1192,0.1488,-2.3407,-0.1419,0.8826,-1.3618,888
999,0.106,0.1892,-0.6869,-0.12,0.1463,0.1907,-0.6677,-0.1181,0.1497,-2.3407,-0.2359,0.4781,-1.0722,888
999,0.115,0.1892,-0.6869,-0.12,0.1463,0.1906,-0.6654,-0.1177,0.15,-2.2045,-0.2644,0.2699,-0.878,888
999,0.125,0.1892,-0.6869,-0.12,0.1463,0.1906,-0.6654,-0.1177,0.15,-2.2087,-0.2641,0.2738,-0.8822,888
999,0.134,0.1892,-0.6869,-0.12,0.1463,0.1903,-0.67,-0.1182,0.1492,-1.6764,-0.208,0.1843,-0.6354,888
999,0.143,0.1892,-0.6869,-0.12,0.1463,0.1899,-0.6754,-0.1187,0.1482,-1.1351,-0.1311,0.1707,-0.454,888
999,0.152,0.1892,-0.6869,-0.12,0.1463,0.1897,-0.6801,-0.1193,0.1475,-0.7142,-0.0829,0.1093,-0.2804,888
999,0.161,0.1892,-0.6869,-0.12,0.1463,0.1896,-0.6808,-0.1193,0.1473,-0.6082,-0.0747,0.0765,-0.2245,888
999,0.171,0.1892,-0.6869,-0.12,0.1463,0.1898,-0.6808,-0.1194,0.1475,-0.8672,-0.075,0.2385,-0.425,888
999,0.18,0.1892,-0.6869,-0.12,0.1463,0.1899,-0.6793,-0.1193,0.1478,-1.1351,-0.0935,0.33,-0.5738,888
999,0.189,0.1892,-0.6869,-0.12,0.1463,0.19,-0.6784,-0.1192,0.1479,-1.2625,-0.1032,0.3692,-0.642,888
